lon,lat,x_km,y_km,slab_depth_km,nearest_control_event_km,confidence,vp_final_km_s,dvp_percent_on_surface,vp_active_surface,hit_count_surface,tomography_supported_slab
-73.69728351380515,6.4021952512702605,-77.04302111538973,-66.54762462859458,109.85781758799476,0.8030022668108441,high,9.893832987327892,1.7248387834954146,True,88.0,True
-73.68576460191848,6.4021952512702605,-75.77029380413018,-66.54762462859458,111.1755087571051,0.642971334944526,high,9.82634228333828,1.4404354030067077,True,88.0,True
-73.67424569003181,6.4021952512702605,-74.4975664928706,-66.54762462859458,112.81135812259903,1.8497787035938538,high,9.630720491712397,0.9497935909092244,True,88.0,True
-73.66272677814514,6.4021952512702605,-73.22483918161103,-66.54762462859458,114.49048355955048,3.10960125814073,high,9.455871282062612,0.5269910882976362,True,88.0,True
-73.65120786625847,6.4021952512702605,-71.95211187035147,-66.54762462859458,116.07405125969424,4.376897112640801,high,9.311716069857347,0.1918859683730526,True,94.0,True
-73.6396889543718,6.4021952512702605,-70.6793845590919,-66.54762462859458,117.46957345198813,4.3768933094993585,high,9.201464698122475,-0.05283817310441166,True,77.0,False
-73.62817004248514,6.4021952512702605,-69.40665724783233,-66.54762462859458,118.61253198633352,3.1095974663718033,high,9.124226675762468,-0.21501734333852698,True,77.0,False
-73.61665113059847,6.4021952512702605,-68.13392993657276,-66.54762462859458,119.46586938289057,1.849774954053512,high,9.076053915879433,-0.30981262642199486,True,77.0,False
-73.6051322187118,6.4021952512702605,-66.8612026253132,-66.54762462859458,120.02866474816581,0.6429680987992049,high,9.05252633023141,-0.34581094361812326,True,77.0,False
-73.59361330682513,6.4021952512702605,-65.58847531405362,-66.54762462859458,120.36498253633013,0.8030057217450228,high,9.063772146855195,-0.2225458952599611,True,77.0,False
-73.58209439493847,6.4021952512702605,-64.31574800279405,-66.54762462859458,120.4935637232854,2.0287676111100224,high,9.068717300548617,-0.16810776092781096,True,77.0,False
-73.5705754830518,6.4021952512702605,-63.043020691534494,-66.54762462859458,120.41071700890032,3.2903871304566636,high,9.06707961884509,-0.18613598453763738,True,77.0,False
-73.55905657116513,6.4021952512702605,-61.77029338027492,-66.54762462859458,120.16503726219331,4.5581867594815275,high,9.061295140081143,-0.24981372875253377,True,77.0,False
-73.54753765927846,6.4021952512702605,-60.49756606901535,-66.54762462859458,119.81973007756136,4.1956532341986525,high,9.062598474442392,-0.273834951161286,False,16.0,False
-73.5360187473918,6.4021952512702605,-59.22483875775579,-66.54762462859458,119.42894613628505,2.928943227113392,high,9.072123657354453,-0.23701217068675587,False,16.0,False
-73.52449983550513,6.4021952512702605,-57.95211144649622,-66.54762462859458,119.00892131140206,1.6714007333123706,high,9.080640248434666,-0.19524315828849503,False,16.0,False
-73.51298092361846,6.4021952512702605,-56.679384135236646,-66.54762462859458,118.47853233058063,0.4981184724871095,high,9.089360812988811,-0.1436673911601103,False,16.0,False
-73.50146201173179,6.4021952512702605,-55.40665682397707,-66.54762462859458,117.51242291616174,0.9707384980522269,high,9.079233659040177,-0.07466835492015843,False,16.0,False
